year,quarter,lad_code,claimant_rate
2020,Q1,E06000031,3.367
2020,Q1,E06000032,3.067
2020,Q1,E06000033,3.8
2020,Q1,E06000034,3.067
2020,Q1,E06000035,3.267
2020,Q1,E06000036,1.5
2020,Q1,E06000037,1.467
2020,Q1,E06000038,2.467
2020,Q1,E06000039,2.667
2020,Q1,E06000040,1.333
2020,Q1,E06000041,1.033
2020,Q1,E06000042,2.4
2020,Q1,E06000043,2.933
2020,Q1,E06000044,3.167
2020,Q1,E06000045,3.233
2020,Q1,E06000046,3.233
2020,Q1,E06000047,4.067
2020,Q1,E06000049,1.967
2020,Q1,E06000050,2.4
2020,Q1,E06000051,2.033
2020,Q1,E06000052,2.633
2020,Q1,E06000053,0.867
2020,Q1,E06000054,1.667
2020,Q1,E06000055,3.067
2020,Q1,E06000056,1.467
2020,Q1,E06000057,3.567
2020,Q1,E06000058,2.567
2020,Q1,E06000059,1.8
2020,Q1,E06000060,1.567
2020,Q1,E06000061,2.5
2020,Q1,E06000062,2.167
2020,Q1,E06000063,2.767
2020,Q1,E06000064,1.8
2020,Q1,E06000065,1.733
2020,Q1,E06000066,2.233
2020,Q1,E07000008,1.3
2020,Q1,E07000009,1.367
2020,Q1,E07000010,2.767
2020,Q1,E07000011,1.467
2020,Q1,E07000012,1.067
2020,Q1,E07000032,2.4
2020,Q1,E07000033,2.533
2020,Q1,E07000034,3.2
2020,Q1,E07000035,1.3
2020,Q1,E07000036,2.967
2020,Q1,E07000037,2.1
2020,Q1,E07000038,2.1
2020,Q1,E07000039,1.7
2020,Q1,E07000040,1.567
2020,Q1,E07000041,1.7
2020,Q1,E07000042,1.667
2020,Q1,E07000043,2.133
2020,Q1,E07000044,1.467
2020,Q1,E07000045,1.8
2020,Q1,E07000046,2.367
2020,Q1,E07000047,1.5
2020,Q1,E07000061,3.7
2020,Q1,E07000062,4.933
2020,Q1,E07000063,2.4
2020,Q1,E07000064,2.8
2020,Q1,E07000065,1.467
2020,Q1,E07000066,3.0
2020,Q1,E07000067,2.133
2020,Q1,E07000068,1.667
2020,Q1,E07000069,1.9
2020,Q1,E07000070,1.8
2020,Q1,E07000071,2.167
2020,Q1,E07000072,1.767
2020,Q1,E07000073,3.4
2020,Q1,E07000074,1.733
2020,Q1,E07000075,1.667
2020,Q1,E07000076,4.5
2020,Q1,E07000077,1.167
2020,Q1,E07000078,2.167
2020,Q1,E07000079,1.4
2020,Q1,E07000080,2.233
2020,Q1,E07000081,2.767
2020,Q1,E07000082,1.5
2020,Q1,E07000083,1.767
2020,Q1,E07000084,1.633
2020,Q1,E07000085,1.167
2020,Q1,E07000086,1.467
2020,Q1,E07000087,1.2
2020,Q1,E07000088,2.4
2020,Q1,E07000089,0.867
2020,Q1,E07000090,2.633
2020,Q1,E07000091,1.533
2020,Q1,E07000092,1.567
2020,Q1,E07000093,1.3
2020,Q1,E07000094,1.267
2020,Q1,E07000095,2.267
2020,Q1,E07000096,1.8
2020,Q1,E07000098,1.933
2020,Q1,E07000099,1.667
2020,Q1,E07000102,1.633
2020,Q1,E07000103,2.4
2020,Q1,E07000105,2.7
2020,Q1,E07000106,2.433
2020,Q1,E07000107,2.167
2020,Q1,E07000108,3.7
2020,Q1,E07000109,3.467
2020,Q1,E07000110,2.067
2020,Q1,E07000111,1.367
2020,Q1,E07000112,3.833
2020,Q1,E07000113,3.533
2020,Q1,E07000114,5.633
2020,Q1,E07000115,1.567
2020,Q1,E07000116,1.6
2020,Q1,E07000117,4.933
2020,Q1,E07000118,2.267
2020,Q1,E07000119,2.3
2020,Q1,E07000120,4.333
2020,Q1,E07000121,3.2
2020,Q1,E07000122,3.567
2020,Q1,E07000123,3.6
2020,Q1,E07000124,1.2
2020,Q1,E07000125,3.333
2020,Q1,E07000126,1.967
2020,Q1,E07000127,2.433
2020,Q1,E07000128,2.8
2020,Q1,E07000129,1.367
2020,Q1,E07000130,1.6
2020,Q1,E07000131,1.2
2020,Q1,E07000132,2.067
2020,Q1,E07000133,1.967
2020,Q1,E07000134,1.6
2020,Q1,E07000135,1.533
2020,Q1,E07000136,2.833
2020,Q1,E07000137,4.233
2020,Q1,E07000138,3.567
2020,Q1,E07000139,1.7
2020,Q1,E07000140,2.267
2020,Q1,E07000141,2.467
2020,Q1,E07000142,3.1
2020,Q1,E07000143,1.967
2020,Q1,E07000144,1.433
2020,Q1,E07000145,5.3
2020,Q1,E07000146,2.3
2020,Q1,E07000147,2.0
2020,Q1,E07000148,3.267
2020,Q1,E07000149,1.6
2020,Q1,E07000170,3.3
2020,Q1,E07000171,2.767
2020,Q1,E07000172,2.267
2020,Q1,E07000173,2.567
2020,Q1,E07000174,3.333
2020,Q1,E07000175,2.367
2020,Q1,E07000176,1.4
2020,Q1,E07000177,1.367
2020,Q1,E07000178,1.8
2020,Q1,E07000179,1.2
2020,Q1,E07000180,1.267
2020,Q1,E07000181,1.367
2020,Q1,E07000192,2.6
2020,Q1,E07000193,2.167
2020,Q1,E07000194,2.067
2020,Q1,E07000195,2.5
2020,Q1,E07000196,1.967
2020,Q1,E07000197,1.967
2020,Q1,E07000198,1.6
2020,Q1,E07000199,3.0
2020,Q1,E07000200,1.867
2020,Q1,E07000202,3.667
2020,Q1,E07000203,1.567
2020,Q1,E07000207,1.133
2020,Q1,E07000208,1.133
2020,Q1,E07000209,1.067
2020,Q1,E07000210,1.067
2020,Q1,E07000211,1.267
2020,Q1,E07000212,1.3
2020,Q1,E07000213,1.567
2020,Q1,E07000214,1.033
2020,Q1,E07000215,1.467
2020,Q1,E07000216,0.933
2020,Q1,E07000217,1.2
2020,Q1,E07000218,2.033
2020,Q1,E07000219,3.3
2020,Q1,E07000220,2.167
2020,Q1,E07000221,1.367
2020,Q1,E07000222,1.633
2020,Q1,E07000223,2.267
2020,Q1,E07000224,2.267
2020,Q1,E07000225,1.867
2020,Q1,E07000226,2.5
2020,Q1,E07000227,1.3
2020,Q1,E07000228,1.067
2020,Q1,E07000229,2.467
2020,Q1,E07000234,1.967
2020,Q1,E07000235,2.0
2020,Q1,E07000236,2.867
2020,Q1,E07000237,2.567
2020,Q1,E07000238,1.7
2020,Q1,E07000239,2.667
2020,Q1,E07000240,1.567
2020,Q1,E07000241,1.967
2020,Q1,E07000242,1.2
2020,Q1,E07000243,2.467
2020,Q1,E07000244,2.733
2020,Q1,E07000245,1.867
2020,Q1,E08000001,4.567
2020,Q1,E08000002,3.533
2020,Q1,E08000003,4.533
2020,Q1,E08000004,4.767
2020,Q1,E08000005,4.5
2020,Q1,E08000006,3.967
2020,Q1,E08000007,2.867
2020,Q1,E08000008,4.0
2020,Q1,E08000009,2.433
2020,Q1,E08000010,3.8
2020,Q1,E08000011,4.5
2020,Q1,E08000012,4.833
2020,Q1,E08000013,3.733
2020,Q1,E08000014,3.7
2020,Q1,E08000015,3.633
2020,Q1,E08000016,3.367
2020,Q1,E08000017,3.833
2020,Q1,E08000018,3.633
2020,Q1,E08000019,3.2
2020,Q1,E08000021,4.567
2020,Q1,E08000022,3.7
2020,Q1,E08000023,6.3
2020,Q1,E08000024,5.133
2020,Q1,E08000025,6.6
2020,Q1,E08000026,3.4
2020,Q1,E08000027,4.3
2020,Q1,E08000028,4.8
2020,Q1,E08000029,2.8
2020,Q1,E08000030,4.8
2020,Q1,E08000031,6.1
2020,Q1,E08000032,4.933
2020,Q1,E08000033,3.7
2020,Q1,E08000034,3.767
2020,Q1,E08000035,3.3
2020,Q1,E08000036,3.067
2020,Q1,E08000037,4.7
2020,Q1,E09000001,1.3
2020,Q1,E09000002,4.0
2020,Q1,E09000003,2.533
2020,Q1,E09000004,2.167
2020,Q1,E09000005,3.2
2020,Q1,E09000006,2.033
2020,Q1,E09000007,2.7
2020,Q1,E09000008,4.167
2020,Q1,E09000009,3.2
2020,Q1,E09000010,3.5
2020,Q1,E09000011,3.167
2020,Q1,E09000012,3.967
2020,Q1,E09000013,3.367
2020,Q1,E09000014,3.6
2020,Q1,E09000015,1.967
2020,Q1,E09000016,2.533
2020,Q1,E09000017,2.3
2020,Q1,E09000018,3.333
2020,Q1,E09000019,3.467
2020,Q1,E09000020,2.267
2020,Q1,E09000021,1.967
2020,Q1,E09000022,3.567
2020,Q1,E09000023,3.8
2020,Q1,E09000024,2.467
2020,Q1,E09000025,3.2
2020,Q1,E09000026,2.5
2020,Q1,E09000027,1.667
2020,Q1,E09000028,3.667
2020,Q1,E09000029,2.367
2020,Q1,E09000030,3.567
2020,Q1,E09000031,3.233
2020,Q1,E09000032,2.067
2020,Q1,E09000033,2.467
2020,Q1,N09000001,2.033
2020,Q1,N09000002,1.9
2020,Q1,N09000003,3.167
2020,Q1,N09000004,2.967
2020,Q1,N09000005,4.367
2020,Q1,N09000006,2.133
2020,Q1,N09000007,1.5
2020,Q1,N09000008,2.733
2020,Q1,N09000009,1.7
2020,Q1,N09000010,2.2
2020,Q1,N09000011,2.3
2020,Q1,S12000005,4.233
2020,Q1,S12000006,3.4
2020,Q1,S12000008,4.9
2020,Q1,S12000010,2.6
2020,Q1,S12000011,1.7
2020,Q1,S12000013,3.0
2020,Q1,S12000014,3.267
2020,Q1,S12000017,2.6
2020,Q1,S12000018,4.533
2020,Q1,S12000019,2.467
2020,Q1,S12000020,2.667
2020,Q1,S12000021,5.567
2020,Q1,S12000023,1.467
2020,Q1,S12000026,2.733
2020,Q1,S12000027,1.833
2020,Q1,S12000028,4.233
2020,Q1,S12000029,3.4
2020,Q1,S12000030,2.567
2020,Q1,S12000033,2.733
2020,Q1,S12000034,1.833
2020,Q1,S12000035,2.9
2020,Q1,S12000036,2.033
2020,Q1,S12000038,3.4
2020,Q1,S12000039,5.1
2020,Q1,S12000040,2.933
2020,Q1,S12000041,3.0
2020,Q1,S12000042,4.533
2020,Q1,S12000045,1.9
2020,Q1,S12000047,3.767
2020,Q1,S12000048,2.067
2020,Q1,S12000049,4.667
2020,Q1,S12000050,3.667
2020,Q1,W06000001,3.333
2020,Q1,W06000002,2.767
2020,Q1,W06000003,3.567
2020,Q1,W06000004,3.633
2020,Q1,W06000005,2.767
2020,Q1,W06000006,3.167
2020,Q1,W06000008,1.933
2020,Q1,W06000009,3.167
2020,Q1,W06000010,2.8
2020,Q1,W06000011,3.567
2020,Q1,W06000012,3.433
2020,Q1,W06000013,2.967
2020,Q1,W06000014,2.667
2020,Q1,W06000015,3.367
2020,Q1,W06000016,3.267
2020,Q1,W06000018,3.3
2020,Q1,W06000019,4.133
2020,Q1,W06000020,3.567
2020,Q1,W06000021,1.8
2020,Q1,W06000022,3.9
2020,Q1,W06000023,1.867
2020,Q1,W06000024,4.0
2020,Q2,E06000001,9.167
2020,Q2,E06000002,9.7
2020,Q2,E06000003,7.367
2020,Q2,E06000004,6.933
2020,Q2,E06000005,7.267
2020,Q2,E06000006,7.2
2020,Q2,E06000007,4.967
2020,Q2,E06000008,7.567
2020,Q2,E06000009,11.5
2020,Q2,E06000010,9.033
2020,Q2,E06000011,4.567
2020,Q2,E06000012,7.333
2020,Q2,E06000013,6.1
2020,Q2,E06000014,3.567
2020,Q2,E06000015,6.433
2020,Q2,E06000016,6.167
2020,Q2,E06000017,3.067
2020,Q2,E06000018,7.4
2020,Q2,E06000019,4.233
2020,Q2,E06000020,5.867
2020,Q2,E06000021,7.467
2020,Q2,E06000022,3.767
2020,Q2,E06000023,5.6
2020,Q2,E06000024,4.533
2020,Q2,E06000025,3.533
2020,Q2,E06000026,6.033
2020,Q2,E06000027,7.367
2020,Q2,E06000030,5.1
2020,Q2,E06000031,6.4
2020,Q2,E06000032,6.667
2020,Q2,E06000033,7.233
2020,Q2,E06000034,6.267
2020,Q2,E06000035,6.267
2020,Q2,E06000036,3.933
2020,Q2,E06000037,3.533
2020,Q2,E06000038,5.033
2020,Q2,E06000039,6.3
2020,Q2,E06000040,3.6
2020,Q2,E06000041,2.8
2020,Q2,E06000042,5.033
2020,Q2,E06000043,6.333
2020,Q2,E06000044,6.7
2020,Q2,E06000045,6.467
2020,Q2,E06000046,6.567
2020,Q2,E06000047,6.533
2020,Q2,E06000049,4.267
2020,Q2,E06000050,5.033
2020,Q2,E06000051,4.4
2020,Q2,E06000052,6.1
2020,Q2,E06000053,7.133
2020,Q2,E06000054,3.8
2020,Q2,E06000055,5.833
2020,Q2,E06000056,3.933
2020,Q2,E06000057,6.067
2020,Q2,E06000058,5.767
2020,Q2,E06000059,4.267
2020,Q2,E06000060,3.867
2020,Q2,E06000061,5.467
2020,Q2,E06000062,4.8
2020,Q2,E06000063,4.933
2020,Q2,E06000064,4.2
2020,Q2,E06000065,4.167
2020,Q2,E06000066,4.633
2020,Q2,E07000008,2.8
2020,Q2,E07000009,3.167
2020,Q2,E07000010,5.4
2020,Q2,E07000011,3.667
2020,Q2,E07000012,2.833
2020,Q2,E07000032,4.7
2020,Q2,E07000033,5.033
2020,Q2,E07000034,5.667
2020,Q2,E07000035,3.433
2020,Q2,E07000036,5.6
2020,Q2,E07000037,4.633
2020,Q2,E07000038,4.333
2020,Q2,E07000039,3.9
2020,Q2,E07000040,4.233
2020,Q2,E07000041,4.1
2020,Q2,E07000042,4.1
2020,Q2,E07000043,5.567
2020,Q2,E07000044,4.633
2020,Q2,E07000045,5.0
2020,Q2,E07000046,5.567
2020,Q2,E07000047,3.967
2020,Q2,E07000061,7.3
2020,Q2,E07000062,8.567
2020,Q2,E07000063,5.467
2020,Q2,E07000064,5.867
2020,Q2,E07000065,4.167
2020,Q2,E07000066,6.367
2020,Q2,E07000067,4.867
2020,Q2,E07000068,4.467
2020,Q2,E07000069,5.5
2020,Q2,E07000070,4.2
2020,Q2,E07000071,4.8
2020,Q2,E07000072,4.933
2020,Q2,E07000073,7.133
2020,Q2,E07000074,4.433
2020,Q2,E07000075,4.4
2020,Q2,E07000076,8.0
2020,Q2,E07000077,3.433
2020,Q2,E07000078,4.433
2020,Q2,E07000079,3.767
2020,Q2,E07000080,4.6
2020,Q2,E07000081,5.3
2020,Q2,E07000082,3.6
2020,Q2,E07000083,4.0
2020,Q2,E07000084,3.6
2020,Q2,E07000085,3.567
2020,Q2,E07000086,3.7
2020,Q2,E07000087,3.433
2020,Q2,E07000088,5.367
2020,Q2,E07000089,2.7
2020,Q2,E07000090,6.1
2020,Q2,E07000091,4.0
2020,Q2,E07000092,3.9
2020,Q2,E07000093,3.267
2020,Q2,E07000094,3.3
2020,Q2,E07000095,5.567
2020,Q2,E07000096,4.567
2020,Q2,E07000098,4.867
2020,Q2,E07000099,4.133
2020,Q2,E07000102,4.033
2020,Q2,E07000103,5.367
2020,Q2,E07000105,5.667
2020,Q2,E07000106,5.2
2020,Q2,E07000107,5.033
2020,Q2,E07000108,6.767
2020,Q2,E07000109,6.767
2020,Q2,E07000110,4.8
2020,Q2,E07000111,3.8
2020,Q2,E07000112,7.233
2020,Q2,E07000113,6.5
2020,Q2,E07000114,10.0
2020,Q2,E07000115,3.9
2020,Q2,E07000116,4.1
2020,Q2,E07000117,7.833
2020,Q2,E07000118,4.633
2020,Q2,E07000119,5.5
2020,Q2,E07000120,7.633
2020,Q2,E07000121,5.567
2020,Q2,E07000122,6.467
2020,Q2,E07000123,6.267
2020,Q2,E07000124,3.267
2020,Q2,E07000125,6.533
2020,Q2,E07000126,4.333
2020,Q2,E07000127,4.933
2020,Q2,E07000128,5.833
2020,Q2,E07000129,3.9
2020,Q2,E07000130,3.8
2020,Q2,E07000131,3.3
2020,Q2,E07000132,4.333
2020,Q2,E07000133,4.133
2020,Q2,E07000134,3.967
2020,Q2,E07000135,4.133
2020,Q2,E07000136,5.533
2020,Q2,E07000137,6.933
2020,Q2,E07000138,5.933
2020,Q2,E07000139,3.867
2020,Q2,E07000140,4.8
2020,Q2,E07000141,4.967
2020,Q2,E07000142,5.233
2020,Q2,E07000143,4.267
2020,Q2,E07000144,3.6
2020,Q2,E07000145,8.133
2020,Q2,E07000146,4.767
2020,Q2,E07000147,4.767
2020,Q2,E07000148,5.933
2020,Q2,E07000149,3.667
2020,Q2,E07000170,6.167
2020,Q2,E07000171,5.2
2020,Q2,E07000172,4.567
2020,Q2,E07000173,4.933
2020,Q2,E07000174,6.3
2020,Q2,E07000175,4.7
2020,Q2,E07000176,3.167
2020,Q2,E07000177,3.5
2020,Q2,E07000178,3.533
2020,Q2,E07000179,3.167
2020,Q2,E07000180,3.067
2020,Q2,E07000181,3.467
2020,Q2,E07000192,5.633
2020,Q2,E07000193,4.567
2020,Q2,E07000194,4.433
2020,Q2,E07000195,4.833
2020,Q2,E07000196,4.367
2020,Q2,E07000197,4.067
2020,Q2,E07000198,3.633
2020,Q2,E07000199,5.633
2020,Q2,E07000200,4.5
2020,Q2,E07000202,6.4
2020,Q2,E07000203,3.533
2020,Q2,E07000207,3.133
2020,Q2,E07000208,3.3
2020,Q2,E07000209,2.9
2020,Q2,E07000210,3.133
2020,Q2,E07000211,3.567
2020,Q2,E07000212,3.6
2020,Q2,E07000213,4.333
2020,Q2,E07000214,3.267
2020,Q2,E07000215,3.8
2020,Q2,E07000216,2.9
2020,Q2,E07000217,3.433
2020,Q2,E07000218,5.067
2020,Q2,E07000219,6.133
2020,Q2,E07000220,4.333
2020,Q2,E07000221,3.6
2020,Q2,E07000222,3.567
2020,Q2,E07000223,5.5
2020,Q2,E07000224,5.333
2020,Q2,E07000225,4.533
2020,Q2,E07000226,5.9
2020,Q2,E07000227,3.467
2020,Q2,E07000228,3.267
2020,Q2,E07000229,5.333
2020,Q2,E07000234,4.367
2020,Q2,E07000235,4.567
2020,Q2,E07000236,5.733
2020,Q2,E07000237,5.267
2020,Q2,E07000238,4.367
2020,Q2,E07000239,5.8
2020,Q2,E07000240,3.6
2020,Q2,E07000241,4.233
2020,Q2,E07000242,3.633
2020,Q2,E07000243,5.467
2020,Q2,E07000244,4.967
2020,Q2,E07000245,3.967
2020,Q2,E08000001,7.833
2020,Q2,E08000002,6.733
2020,Q2,E08000003,8.433
2020,Q2,E08000004,8.7
2020,Q2,E08000005,8.3
2020,Q2,E08000006,7.467
2020,Q2,E08000007,5.6
2020,Q2,E08000008,7.4
2020,Q2,E08000009,5.0
2020,Q2,E08000010,6.8
2020,Q2,E08000011,8.233
2020,Q2,E08000012,8.6
2020,Q2,E08000013,6.833
2020,Q2,E08000014,6.833
2020,Q2,E08000015,6.567
2020,Q2,E08000016,6.433
2020,Q2,E08000017,7.2
2020,Q2,E08000018,6.867
2020,Q2,E08000019,6.0
2020,Q2,E08000021,7.333
2020,Q2,E08000022,6.267
2020,Q2,E08000023,9.467
2020,Q2,E08000024,8.233
2020,Q2,E08000025,9.967
2020,Q2,E08000026,6.433
2020,Q2,E08000027,7.1
2020,Q2,E08000028,8.067
2020,Q2,E08000029,5.267
2020,Q2,E08000030,8.1
2020,Q2,E08000031,9.8
2020,Q2,E08000032,8.333
2020,Q2,E08000033,6.567
2020,Q2,E08000034,6.5
2020,Q2,E08000035,6.267
2020,Q2,E08000036,5.767
2020,Q2,E08000037,7.633
2020,Q2,E09000001,3.167
2020,Q2,E09000002,8.2
2020,Q2,E09000003,5.967
2020,Q2,E09000004,5.167
2020,Q2,E09000005,7.5
2020,Q2,E09000006,4.733
2020,Q2,E09000007,5.933
2020,Q2,E09000008,7.8
2020,Q2,E09000009,6.933
2020,Q2,E09000010,7.667
2020,Q2,E09000011,6.8
2020,Q2,E09000012,8.167
2020,Q2,E09000013,6.467
2020,Q2,E09000014,8.6
2020,Q2,E09000015,5.267
2020,Q2,E09000016,5.867
2020,Q2,E09000017,5.667
2020,Q2,E09000018,6.833
2020,Q2,E09000019,6.767
2020,Q2,E09000020,4.9
2020,Q2,E09000021,4.467
2020,Q2,E09000022,7.167
2020,Q2,E09000023,7.8
2020,Q2,E09000024,5.767
2020,Q2,E09000025,7.933
2020,Q2,E09000026,6.6
2020,Q2,E09000027,3.933
2020,Q2,E09000028,7.3
2020,Q2,E09000029,4.933
2020,Q2,E09000030,7.567
2020,Q2,E09000031,8.0
2020,Q2,E09000032,4.7
2020,Q2,E09000033,5.333
2020,Q2,N09000001,4.233
2020,Q2,N09000002,4.333
2020,Q2,N09000003,6.367
2020,Q2,N09000004,5.633
2020,Q2,N09000005,7.133
2020,Q2,N09000006,4.233
2020,Q2,N09000007,3.533
2020,Q2,N09000008,4.667
2020,Q2,N09000009,4.133
2020,Q2,N09000010,5.467
2020,Q2,N09000011,4.7
2020,Q2,S12000005,6.567
2020,Q2,S12000006,5.933
2020,Q2,S12000008,7.767
2020,Q2,S12000010,5.167
2020,Q2,S12000011,3.8
2020,Q2,S12000013,5.5
2020,Q2,S12000014,5.9
2020,Q2,S12000017,5.567
2020,Q2,S12000018,6.3
2020,Q2,S12000019,5.067
2020,Q2,S12000020,4.867
2020,Q2,S12000021,8.5
2020,Q2,S12000023,3.0
2020,Q2,S12000026,5.233
2020,Q2,S12000027,3.4
2020,Q2,S12000028,6.933
2020,Q2,S12000029,6.167
2020,Q2,S12000030,5.1
2020,Q2,S12000033,5.0
2020,Q2,S12000034,3.567
2020,Q2,S12000035,6.0
2020,Q2,S12000036,4.633
2020,Q2,S12000038,6.167
2020,Q2,S12000039,8.3
2020,Q2,S12000040,5.433
2020,Q2,S12000041,5.267
2020,Q2,S12000042,7.033
2020,Q2,S12000045,4.067
2020,Q2,S12000047,6.367
2020,Q2,S12000048,4.567
2020,Q2,S12000049,8.033
2020,Q2,S12000050,6.6
2020,Q2,W06000001,6.367
2020,Q2,W06000002,5.767
2020,Q2,W06000003,6.933
2020,Q2,W06000004,6.567
2020,Q2,W06000005,5.3
2020,Q2,W06000006,5.833
2020,Q2,W06000008,4.367
2020,Q2,W06000009,6.2
2020,Q2,W06000010,5.333
2020,Q2,W06000011,5.933
2020,Q2,W06000012,5.967
2020,Q2,W06000013,5.6
2020,Q2,W06000014,5.3
2020,Q2,W06000015,6.167
2020,Q2,W06000016,6.433
2020,Q2,W06000018,6.133
2020,Q2,W06000019,7.233
2020,Q2,W06000020,6.367
2020,Q2,W06000021,4.133
2020,Q2,W06000022,6.867
2020,Q2,W06000023,4.433
2020,Q2,W06000024,7.133
2020,Q3,E06000001,9.3
2020,Q3,E06000002,10.2
2020,Q3,E06000003,7.5
2020,Q3,E06000004,7.167
2020,Q3,E06000005,7.033
2020,Q3,E06000006,7.267
2020,Q3,E06000007,5.167
2020,Q3,E06000008,7.833
2020,Q3,E06000009,11.633
2020,Q3,E06000010,9.333
2020,Q3,E06000011,4.6
2020,Q3,E06000012,7.5
2020,Q3,E06000013,6.133
2020,Q3,E06000014,3.733
2020,Q3,E06000015,7.2
2020,Q3,E06000016,7.0
2020,Q3,E06000017,3.433
2020,Q3,E06000018,8.0
2020,Q3,E06000019,4.567
2020,Q3,E06000020,6.2
2020,Q3,E06000021,7.967
2020,Q3,E06000022,4.267
2020,Q3,E06000023,6.233
2020,Q3,E06000024,4.733
2020,Q3,E06000025,3.9
2020,Q3,E06000026,6.333
2020,Q3,E06000027,7.433
2020,Q3,E06000030,5.533
2020,Q3,E06000031,7.1
2020,Q3,E06000032,7.867
2020,Q3,E06000033,7.933
2020,Q3,E06000034,6.967
2020,Q3,E06000035,6.8
2020,Q3,E06000036,4.433
2020,Q3,E06000037,3.967
2020,Q3,E06000038,5.767
2020,Q3,E06000039,7.533
2020,Q3,E06000040,4.4
2020,Q3,E06000041,3.333
2020,Q3,E06000042,5.933
2020,Q3,E06000043,7.133
2020,Q3,E06000044,7.167
2020,Q3,E06000045,6.933
2020,Q3,E06000046,6.567
2020,Q3,E06000047,6.667
2020,Q3,E06000049,4.567
2020,Q3,E06000050,5.167
2020,Q3,E06000051,4.733
2020,Q3,E06000052,5.967
2020,Q3,E06000053,4.9
2020,Q3,E06000054,4.067
2020,Q3,E06000055,6.333
2020,Q3,E06000056,4.333
2020,Q3,E06000057,6.067
2020,Q3,E06000058,6.233
2020,Q3,E06000059,4.5
2020,Q3,E06000060,4.567
2020,Q3,E06000061,5.6
2020,Q3,E06000062,5.433
2020,Q3,E06000063,5.0
2020,Q3,E06000064,4.133
2020,Q3,E06000065,4.233
2020,Q3,E06000066,5.0
2020,Q3,E07000008,3.433
2020,Q3,E07000009,3.667
2020,Q3,E07000010,5.9
2020,Q3,E07000011,4.2
2020,Q3,E07000012,3.333
2020,Q3,E07000032,4.867
2020,Q3,E07000033,5.2
2020,Q3,E07000034,5.867
2020,Q3,E07000035,3.567
2020,Q3,E07000036,5.733
2020,Q3,E07000037,4.833
2020,Q3,E07000038,4.467
2020,Q3,E07000039,4.233
2020,Q3,E07000040,4.3
2020,Q3,E07000041,4.333
2020,Q3,E07000042,4.2
2020,Q3,E07000043,5.6
2020,Q3,E07000044,4.8
2020,Q3,E07000045,4.933
2020,Q3,E07000046,5.467
2020,Q3,E07000047,4.2
2020,Q3,E07000061,7.633
2020,Q3,E07000062,9.033
2020,Q3,E07000063,5.867
2020,Q3,E07000064,6.1
2020,Q3,E07000065,4.467
2020,Q3,E07000066,6.933
2020,Q3,E07000067,5.267
2020,Q3,E07000068,5.067
2020,Q3,E07000069,5.8
2020,Q3,E07000070,4.8
2020,Q3,E07000071,5.233
2020,Q3,E07000072,5.8
2020,Q3,E07000073,7.5
2020,Q3,E07000074,5.0
2020,Q3,E07000075,4.733
2020,Q3,E07000076,8.1
2020,Q3,E07000077,4.0
2020,Q3,E07000078,5.1
2020,Q3,E07000079,4.133
2020,Q3,E07000080,4.9
2020,Q3,E07000081,5.9
2020,Q3,E07000082,4.133
2020,Q3,E07000083,4.2
2020,Q3,E07000084,4.067
2020,Q3,E07000085,3.867
2020,Q3,E07000086,3.933
2020,Q3,E07000087,3.8
2020,Q3,E07000088,5.633
2020,Q3,E07000089,3.167
2020,Q3,E07000090,6.3
2020,Q3,E07000091,4.3
2020,Q3,E07000092,4.567
2020,Q3,E07000093,3.633
2020,Q3,E07000094,3.567
2020,Q3,E07000095,6.367
2020,Q3,E07000096,5.2
2020,Q3,E07000098,5.467
2020,Q3,E07000099,4.567
2020,Q3,E07000102,4.7
2020,Q3,E07000103,6.2
2020,Q3,E07000105,6.067
2020,Q3,E07000106,5.533
2020,Q3,E07000107,5.433
2020,Q3,E07000108,6.933
2020,Q3,E07000109,7.333
2020,Q3,E07000110,5.133
2020,Q3,E07000111,4.167
2020,Q3,E07000112,7.633
2020,Q3,E07000113,6.6
2020,Q3,E07000114,10.467
2020,Q3,E07000115,4.3
2020,Q3,E07000116,4.6
2020,Q3,E07000117,8.267
2020,Q3,E07000118,4.667
2020,Q3,E07000119,5.6
2020,Q3,E07000120,7.9
2020,Q3,E07000121,5.667
2020,Q3,E07000122,6.867
2020,Q3,E07000123,6.633
2020,Q3,E07000124,3.333
2020,Q3,E07000125,6.8
2020,Q3,E07000126,4.4
2020,Q3,E07000127,5.133
2020,Q3,E07000128,6.067
2020,Q3,E07000129,4.267
2020,Q3,E07000130,4.067
2020,Q3,E07000131,3.733
2020,Q3,E07000132,4.5
2020,Q3,E07000133,4.267
2020,Q3,E07000134,4.2
2020,Q3,E07000135,4.7
2020,Q3,E07000136,6.033
2020,Q3,E07000137,6.767
2020,Q3,E07000138,6.233
2020,Q3,E07000139,3.967
2020,Q3,E07000140,5.133
2020,Q3,E07000141,5.267
2020,Q3,E07000142,5.4
2020,Q3,E07000143,4.367
2020,Q3,E07000144,3.9
2020,Q3,E07000145,8.067
2020,Q3,E07000146,5.033
2020,Q3,E07000147,4.833
2020,Q3,E07000148,6.5
2020,Q3,E07000149,4.0
2020,Q3,E07000170,6.3
2020,Q3,E07000171,5.3
2020,Q3,E07000172,4.867
2020,Q3,E07000173,5.267
2020,Q3,E07000174,6.367
2020,Q3,E07000175,4.967
2020,Q3,E07000176,3.4
2020,Q3,E07000177,3.933
2020,Q3,E07000178,4.1
2020,Q3,E07000179,3.433
